6
1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	1
-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	30	-1	-1	-1	26	-1	-1	-1	-1	24	-1	-1	-1	-1	28	-1	18	-1	-1	27	11	-1	3	-1	-1	-1	-1	-1	-1	-1
-1	19	-1	-1	-1	-1	-1	36	-1	-1	18	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	29	-1	15	-1	-1	-1	-1	-1	-1	30
-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	5	-1	-1	-1	-1	-1	-1
21	-1	-1	-1	-1	15	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1
-1	-1	-1	-1	-1	6	-1	3	-1	32	-1	30	-1	34	-1	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	33	-1	-1	8
-1	-1	-1	-1	33	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
36	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	17	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	24	30	-1	32
-1	-1	24	-1	14	-1	19	-1	-1	-1	-1	-1	32	-1	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36
34	21	-1	-1	20	-1	-1	28	18	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	31	-1	19	-1	18	-1	-1	5	-1	-1
-1	-1	-1	-1	19	28	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	11	-1	-1	1	-1	-1	6	-1	-1	7	-1	-1	-1	-1	18	22	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	34	-1	-1	8	-1	-1	-1	19
-1	-1	-1	-1	6	-1	-1	17	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	-1	25	12	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	5	-1	-1	20
-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	1	-1	-1	14
-1	-1	-1	-1	10	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	17	-1	-1	-1	27	5	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	31	-1	-1	-1	28	-1	-1	-1	-1	24	-1	22	-1	-1	-1	-1	-1	33	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	5	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	26
-1	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	18	2	22	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	20	-1	15	-1	-1
-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	12	-1	20	-1	-1	-1	-1	-1	-1	22	-1	-1	-1	-1
-1	-1	21	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	18	34	-1	-1	-1	17	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	28	-1	-1
-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
15	-1	-1	-1	-1	-1	-1	14	29	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	23	-1
-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1
-1	-1	-1	-1	-1	-1	-1	-1	10	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	11	-1	-1	-1
-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29
-1	12	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	3	-1	-1	28	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	8	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	15	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	19	-1	36	-1	15	-1	9	-1	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31	-1
-1	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	6	-1	-1	-1	8	-1	-1	28
-1	-1	-1	-1	-1	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	3	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
